Sender: LSF System <lsfadmin@e1014>
Subject: Job 7894025: <matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation> in cluster <euler> Done

Job <matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation> was submitted from host <euler04> by user <dojan> in cluster <euler>.
Job was executed on host(s) <e1014>, in queue <normal.4h>, as user <dojan> in cluster <euler>.
</cluster/home/dojan> was used as the home directory.
</cluster/home/dojan/cil/cil_2015_nstd_git/project/src> was used as the working directory.
Started at Wed Jun 10 11:41:36 2015
Results reported on Wed Jun 10 13:32:49 2015

Your job looked like:

------------------------------------------------------------
# LSBATCH: User input
matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation
------------------------------------------------------------

Successfully completed.

Resource usage summary:

    CPU time :               8484.95 sec.
    Max Memory :             695 MB
    Average Memory :         590.01 MB
    Total Requested Memory : 1024.00 MB
    Delta Memory :           329.00 MB
    (Delta: the difference between Total Requested Memory and Max Memory.)
    Max Swap :               2 MB
    Max Processes :          3
    Max Threads :            9

The output (if any) follows:


                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013b (8.2.0.701) 64-bit (glnxa64)
                              August 13, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
CompBias: l1 = 03, l2 = 34, RMSE: 0.997027
CompBias: l1 = 03, l2 = 35, RMSE: 0.997121
CompBias: l1 = 03, l2 = 36, RMSE: 0.997215
CompBias: l1 = 03, l2 = 37, RMSE: 0.997311
CompBias: l1 = 03, l2 = 38, RMSE: 0.997407
CompBias: l1 = 03, l2 = 39, RMSE: 0.997504
CompBias: l1 = 03, l2 = 40, RMSE: 0.997602
CompBias: l1 = 03, l2 = 41, RMSE: 0.997701
CompBias: l1 = 03, l2 = 42, RMSE: 0.997800
CompBias: l1 = 03, l2 = 43, RMSE: 0.997899
CompBias: l1 = 03, l2 = 44, RMSE: 0.997999
CompBias: l1 = 03, l2 = 45, RMSE: 0.998100
CompBias: l1 = 03, l2 = 46, RMSE: 0.998200
CompBias: l1 = 03, l2 = 47, RMSE: 0.998301
CompBias: l1 = 03, l2 = 48, RMSE: 0.998402
CompBias: l1 = 03, l2 = 49, RMSE: 0.998504
CompBias: l1 = 03, l2 = 50, RMSE: 0.998605
CompBias: l1 = 03, l2 = 51, RMSE: 0.998706
CompBias: l1 = 03, l2 = 52, RMSE: 0.998808
CompBias: l1 = 03, l2 = 53, RMSE: 0.998909
CompBias: l1 = 03, l2 = 54, RMSE: 0.999010
CompBias: l1 = 03, l2 = 55, RMSE: 0.999112
CompBias: l1 = 03, l2 = 56, RMSE: 0.999213
CompBias: l1 = 03, l2 = 57, RMSE: 0.999314
CompBias: l1 = 03, l2 = 58, RMSE: 0.999415
CompBias: l1 = 03, l2 = 59, RMSE: 0.999515
CompBias: l1 = 03, l2 = 60, RMSE: 0.999616
CompBias: l1 = 03, l2 = 61, RMSE: 0.999716
CompBias: l1 = 03, l2 = 62, RMSE: 0.999816
CompBias: l1 = 03, l2 = 63, RMSE: 0.999916
CompBias: l1 = 03, l2 = 64, RMSE: 1.000015
CompBias: l1 = 03, l2 = 65, RMSE: 1.000114
CompBias: l1 = 03, l2 = 66, RMSE: 1.000213
CompBias: l1 = 03, l2 = 67, RMSE: 1.000312
CompBias: l1 = 03, l2 = 68, RMSE: 1.000410
CompBias: l1 = 03, l2 = 69, RMSE: 1.000508
CompBias: l1 = 03, l2 = 70, RMSE: 1.000605
CompBias: l1 = 03, l2 = 71, RMSE: 1.000702
CompBias: l1 = 03, l2 = 72, RMSE: 1.000799
CompBias: l1 = 03, l2 = 73, RMSE: 1.000896
CompBias: l1 = 03, l2 = 74, RMSE: 1.000992
CompBias: l1 = 03, l2 = 75, RMSE: 1.001087
CompBias: l1 = 03, l2 = 76, RMSE: 1.001183
CompBias: l1 = 03, l2 = 77, RMSE: 1.001277
CompBias: l1 = 03, l2 = 78, RMSE: 1.001372
CompBias: l1 = 03, l2 = 79, RMSE: 1.001466
CompBias: l1 = 03, l2 = 80, RMSE: 1.001560
CompBias: l1 = 03, l2 = 81, RMSE: 1.001653
CompBias: l1 = 03, l2 = 82, RMSE: 1.001746
CompBias: l1 = 03, l2 = 83, RMSE: 1.001838
CompBias: l1 = 03, l2 = 84, RMSE: 1.001930
CompBias: l1 = 03, l2 = 85, RMSE: 1.002021
CompBias: l1 = 03, l2 = 86, RMSE: 1.002112
CompBias: l1 = 03, l2 = 87, RMSE: 1.002203
CompBias: l1 = 03, l2 = 88, RMSE: 1.002293
CompBias: l1 = 03, l2 = 89, RMSE: 1.002383
CompBias: l1 = 03, l2 = 90, RMSE: 1.002472
CompBias: l1 = 03, l2 = 91, RMSE: 1.002561
CompBias: l1 = 03, l2 = 92, RMSE: 1.002650
CompBias: l1 = 03, l2 = 93, RMSE: 1.002738
CompBias: l1 = 03, l2 = 94, RMSE: 1.002825
CompBias: l1 = 03, l2 = 95, RMSE: 1.002912
CompBias: l1 = 03, l2 = 96, RMSE: 1.002999
CompBias: l1 = 03, l2 = 97, RMSE: 1.003085
CompBias: l1 = 03, l2 = 98, RMSE: 1.003171
CompBias: l1 = 03, l2 = 99, RMSE: 1.003257
CompBias: l1 = 04, l2 = 00, RMSE: 0.997156
CompBias: l1 = 04, l2 = 01, RMSE: 0.996850
CompBias: l1 = 04, l2 = 02, RMSE: 0.996601
CompBias: l1 = 04, l2 = 03, RMSE: 0.996397
CompBias: l1 = 04, l2 = 04, RMSE: 0.996230
CompBias: l1 = 04, l2 = 05, RMSE: 0.996094
CompBias: l1 = 04, l2 = 06, RMSE: 0.995984
CompBias: l1 = 04, l2 = 07, RMSE: 0.995897
CompBias: l1 = 04, l2 = 08, RMSE: 0.995829
CompBias: l1 = 04, l2 = 09, RMSE: 0.995778
CompBias: l1 = 04, l2 = 10, RMSE: 0.995743
CompBias: l1 = 04, l2 = 11, RMSE: 0.995722
CompBias: l1 = 04, l2 = 12, RMSE: 0.995712
CompBias: l1 = 04, l2 = 13, RMSE: 0.995714
CompBias: l1 = 04, l2 = 14, RMSE: 0.995725
CompBias: l1 = 04, l2 = 15, RMSE: 0.995745
CompBias: l1 = 04, l2 = 16, RMSE: 0.995773
CompBias: l1 = 04, l2 = 17, RMSE: 0.995808
CompBias: l1 = 04, l2 = 18, RMSE: 0.995849
CompBias: l1 = 04, l2 = 19, RMSE: 0.995896
CompBias: l1 = 04, l2 = 20, RMSE: 0.995949
CompBias: l1 = 04, l2 = 21, RMSE: 0.996006
CompBias: l1 = 04, l2 = 22, RMSE: 0.996068
CompBias: l1 = 04, l2 = 23, RMSE: 0.996134
CompBias: l1 = 04, l2 = 24, RMSE: 0.996203
CompBias: l1 = 04, l2 = 25, RMSE: 0.996276
CompBias: l1 = 04, l2 = 26, RMSE: 0.996352
CompBias: l1 = 04, l2 = 27, RMSE: 0.996431
CompBias: l1 = 04, l2 = 28, RMSE: 0.996512
CompBias: l1 = 04, l2 = 29, RMSE: 0.996595
CompBias: l1 = 04, l2 = 30, RMSE: 0.996681
CompBias: l1 = 04, l2 = 31, RMSE: 0.996768
CompBias: l1 = 04, l2 = 32, RMSE: 0.996857
CompBias: l1 = 04, l2 = 33, RMSE: 0.996948
CompBias: l1 = 04, l2 = 34, RMSE: 0.997040
CompBias: l1 = 04, l2 = 35, RMSE: 0.997133
CompBias: l1 = 04, l2 = 36, RMSE: 0.997228
CompBias: l1 = 04, l2 = 37, RMSE: 0.997323
CompBias: l1 = 04, l2 = 38, RMSE: 0.997419
CompBias: l1 = 04, l2 = 39, RMSE: 0.997517
CompBias: l1 = 04, l2 = 40, RMSE: 0.997614
CompBias: l1 = 04, l2 = 41, RMSE: 0.997713
CompBias: l1 = 04, l2 = 42, RMSE: 0.997812
CompBias: l1 = 04, l2 = 43, RMSE: 0.997912
CompBias: l1 = 04, l2 = 44, RMSE: 0.998012
CompBias: l1 = 04, l2 = 45, RMSE: 0.998112
CompBias: l1 = 04, l2 = 46, RMSE: 0.998213
CompBias: l1 = 04, l2 = 47, RMSE: 0.998314
CompBias: l1 = 04, l2 = 48, RMSE: 0.998415
CompBias: l1 = 04, l2 = 49, RMSE: 0.998516
CompBias: l1 = 04, l2 = 50, RMSE: 0.998617
CompBias: l1 = 04, l2 = 51, RMSE: 0.998719
CompBias: l1 = 04, l2 = 52, RMSE: 0.998820
CompBias: l1 = 04, l2 = 53, RMSE: 0.998921
CompBias: l1 = 04, l2 = 54, RMSE: 0.999023
CompBias: l1 = 04, l2 = 55, RMSE: 0.999124
CompBias: l1 = 04, l2 = 56, RMSE: 0.999225
CompBias: l1 = 04, l2 = 57, RMSE: 0.999326
CompBias: l1 = 04, l2 = 58, RMSE: 0.999427
CompBias: l1 = 04, l2 = 59, RMSE: 0.999528
CompBias: l1 = 04, l2 = 60, RMSE: 0.999628
CompBias: l1 = 04, l2 = 61, RMSE: 0.999728
CompBias: l1 = 04, l2 = 62, RMSE: 0.999828
CompBias: l1 = 04, l2 = 63, RMSE: 0.999928
CompBias: l1 = 04, l2 = 64, RMSE: 1.000027
CompBias: l1 = 04, l2 = 65, RMSE: 1.000127
CompBias: l1 = 04, l2 = 66, RMSE: 1.000225
CompBias: l1 = 04, l2 = 67, RMSE: 1.000324
CompBias: l1 = 04, l2 = 68, RMSE: 1.000422
CompBias: l1 = 04, l2 = 69, RMSE: 1.000520
CompBias: l1 = 04, l2 = 70, RMSE: 1.000618
CompBias: l1 = 04, l2 = 71, RMSE: 1.000715
CompBias: l1 = 04, l2 = 72, RMSE: 1.000812
CompBias: l1 = 04, l2 = 73, RMSE: 1.000908
CompBias: l1 = 04, l2 = 74, RMSE: 1.001004
CompBias: l1 = 04, l2 = 75, RMSE: 1.001100
CompBias: l1 = 04, l2 = 76, RMSE: 1.001195
CompBias: l1 = 04, l2 = 77, RMSE: 1.001290
CompBias: l1 = 04, l2 = 78, RMSE: 1.001384
CompBias: l1 = 04, l2 = 79, RMSE: 1.001478
CompBias: l1 = 04, l2 = 80, RMSE: 1.001572
CompBias: l1 = 04, l2 = 81, RMSE: 1.001665
CompBias: l1 = 04, l2 = 82, RMSE: 1.001758
CompBias: l1 = 04, l2 = 83, RMSE: 1.001850
CompBias: l1 = 04, l2 = 84, RMSE: 1.001942
CompBias: l1 = 04, l2 = 85, RMSE: 1.002034
CompBias: l1 = 04, l2 = 86, RMSE: 1.002125
CompBias: l1 = 04, l2 = 87, RMSE: 1.002215
CompBias: l1 = 04, l2 = 88, RMSE: 1.002306
CompBias: l1 = 04, l2 = 89, RMSE: 1.002395
CompBias: l1 = 04, l2 = 90, RMSE: 1.002485
CompBias: l1 = 04, l2 = 91, RMSE: 1.002573
CompBias: l1 = 04, l2 = 92, RMSE: 1.002662
CompBias: l1 = 04, l2 = 93, RMSE: 1.002750
CompBias: l1 = 04, l2 = 94, RMSE: 1.002837
CompBias: l1 = 04, l2 = 95, RMSE: 1.002925
CompBias: l1 = 04, l2 = 96, RMSE: 1.003011
CompBias: l1 = 04, l2 = 97, RMSE: 1.003098
CompBias: l1 = 04, l2 = 98, RMSE: 1.003183
CompBias: l1 = 04, l2 = 99, RMSE: 1.003269
CompBias: l1 = 05, l2 = 00, RMSE: 0.997170
CompBias: l1 = 05, l2 = 01, RMSE: 0.996864
CompBias: l1 = 05, l2 = 02, RMSE: 0.996615
CompBias: l1 = 05, l2 = 03, RMSE: 0.996412
CompBias: l1 = 05, l2 = 04, RMSE: 0.996245
CompBias: l1 = 05, l2 = 05, RMSE: 0.996108
CompBias: l1 = 05, l2 = 06, RMSE: 0.995998
CompBias: l1 = 05, l2 = 07, RMSE: 0.995911
CompBias: l1 = 05, l2 = 08, RMSE: 0.995843
CompBias: l1 = 05, l2 = 09, RMSE: 0.995793
CompBias: l1 = 05, l2 = 10, RMSE: 0.995757
CompBias: l1 = 05, l2 = 11, RMSE: 0.995736
CompBias: l1 = 05, l2 = 12, RMSE: 0.995726
CompBias: l1 = 05, l2 = 13, RMSE: 0.995728
CompBias: l1 = 05, l2 = 14, RMSE: 0.995739
CompBias: l1 = 05, l2 = 15, RMSE: 0.995759
CompBias: l1 = 05, l2 = 16, RMSE: 0.995787
CompBias: l1 = 05, l2 = 17, RMSE: 0.995822
CompBias: l1 = 05, l2 = 18, RMSE: 0.995863
CompBias: l1 = 05, l2 = 19, RMSE: 0.995911
CompBias: l1 = 05, l2 = 20, RMSE: 0.995963
CompBias: l1 = 05, l2 = 21, RMSE: 0.996021
CompBias: l1 = 05, l2 = 22, RMSE: 0.996082
CompBias: l1 = 05, l2 = 23, RMSE: 0.996148
CompBias: l1 = 05, l2 = 24, RMSE: 0.996218
CompBias: l1 = 05, l2 = 25, RMSE: 0.996291
CompBias: l1 = 05, l2 = 26, RMSE: 0.996366
CompBias: l1 = 05, l2 = 27, RMSE: 0.996445
CompBias: l1 = 05, l2 = 28, RMSE: 0.996526
CompBias: l1 = 05, l2 = 29, RMSE: 0.996610
CompBias: l1 = 05, l2 = 30, RMSE: 0.996695
CompBias: l1 = 05, l2 = 31, RMSE: 0.996782
CompBias: l1 = 05, l2 = 32, RMSE: 0.996872
CompBias: l1 = 05, l2 = 33, RMSE: 0.996962
CompBias: l1 = 05, l2 = 34, RMSE: 0.997054
CompBias: l1 = 05, l2 = 35, RMSE: 0.997148
CompBias: l1 = 05, l2 = 36, RMSE: 0.997242
CompBias: l1 = 05, l2 = 37, RMSE: 0.997337
CompBias: l1 = 05, l2 = 38, RMSE: 0.997434
CompBias: l1 = 05, l2 = 39, RMSE: 0.997531
CompBias: l1 = 05, l2 = 40, RMSE: 0.997629
CompBias: l1 = 05, l2 = 41, RMSE: 0.997728
CompBias: l1 = 05, l2 = 42, RMSE: 0.997827
CompBias: l1 = 05, l2 = 43, RMSE: 0.997926
CompBias: l1 = 05, l2 = 44, RMSE: 0.998026
CompBias: l1 = 05, l2 = 45, RMSE: 0.998127
CompBias: l1 = 05, l2 = 46, RMSE: 0.998227
CompBias: l1 = 05, l2 = 47, RMSE: 0.998328
CompBias: l1 = 05, l2 = 48, RMSE: 0.998429
CompBias: l1 = 05, l2 = 49, RMSE: 0.998530
CompBias: l1 = 05, l2 = 50, RMSE: 0.998632
CompBias: l1 = 05, l2 = 51, RMSE: 0.998733
CompBias: l1 = 05, l2 = 52, RMSE: 0.998835
CompBias: l1 = 05, l2 = 53, RMSE: 0.998936
CompBias: l1 = 05, l2 = 54, RMSE: 0.999037
CompBias: l1 = 05, l2 = 55, RMSE: 0.999139
CompBias: l1 = 05, l2 = 56, RMSE: 0.999240
CompBias: l1 = 05, l2 = 57, RMSE: 0.999341
CompBias: l1 = 05, l2 = 58, RMSE: 0.999442
CompBias: l1 = 05, l2 = 59, RMSE: 0.999542
CompBias: l1 = 05, l2 = 60, RMSE: 0.999643
CompBias: l1 = 05, l2 = 61, RMSE: 0.999743
CompBias: l1 = 05, l2 = 62, RMSE: 0.999843
CompBias: l1 = 05, l2 = 63, RMSE: 0.999943
CompBias: l1 = 05, l2 = 64, RMSE: 1.000042
CompBias: l1 = 05, l2 = 65, RMSE: 1.000141
CompBias: l1 = 05, l2 = 66, RMSE: 1.000240
CompBias: l1 = 05, l2 = 67, RMSE: 1.000339
CompBias: l1 = 05, l2 = 68, RMSE: 1.000437
CompBias: l1 = 05, l2 = 69, RMSE: 1.000535
CompBias: l1 = 05, l2 = 70, RMSE: 1.000632
CompBias: l1 = 05, l2 = 71, RMSE: 1.000729
CompBias: l1 = 05, l2 = 72, RMSE: 1.000826
CompBias: l1 = 05, l2 = 73, RMSE: 1.000922
CompBias: l1 = 05, l2 = 74, RMSE: 1.001018
CompBias: l1 = 05, l2 = 75, RMSE: 1.001114
CompBias: l1 = 05, l2 = 76, RMSE: 1.001209
CompBias: l1 = 05, l2 = 77, RMSE: 1.001304
CompBias: l1 = 05, l2 = 78, RMSE: 1.001399
CompBias: l1 = 05, l2 = 79, RMSE: 1.001493
CompBias: l1 = 05, l2 = 80, RMSE: 1.001586
CompBias: l1 = 05, l2 = 81, RMSE: 1.001679
CompBias: l1 = 05, l2 = 82, RMSE: 1.001772
CompBias: l1 = 05, l2 = 83, RMSE: 1.001865
CompBias: l1 = 05, l2 = 84, RMSE: 1.001957
CompBias: l1 = 05, l2 = 85, RMSE: 1.002048
CompBias: l1 = 05, l2 = 86, RMSE: 1.002139
CompBias: l1 = 05, l2 = 87, RMSE: 1.002230
CompBias: l1 = 05, l2 = 88, RMSE: 1.002320
CompBias: l1 = 05, l2 = 89, RMSE: 1.002410
CompBias: l1 = 05, l2 = 90, RMSE: 1.002499
CompBias: l1 = 05, l2 = 91, RMSE: 1.002588
CompBias: l1 = 05, l2 = 92, RMSE: 1.002676
CompBias: l1 = 05, l2 = 93, RMSE: 1.002764
CompBias: l1 = 05, l2 = 94, RMSE: 1.002852
CompBias: l1 = 05, l2 = 95, RMSE: 1.002939
CompBias: l1 = 05, l2 = 96, RMSE: 1.003026
CompBias: l1 = 05, l2 = 97, RMSE: 1.003112
CompBias: l1 = 05, l2 = 98, RMSE: 1.003198
CompBias: l1 = 05, l2 = 99, RMSE: 1.003283
CompBias: l1 = 06, l2 = 00, RMSE: 0.997187
CompBias: l1 = 06, l2 = 01, RMSE: 0.996880
CompBias: l1 = 06, l2 = 02, RMSE: 0.996631
CompBias: l1 = 06, l2 = 03, RMSE: 0.996428
CompBias: l1 = 06, l2 = 04, RMSE: 0.996261
CompBias: l1 = 06, l2 = 05, RMSE: 0.996125
CompBias: l1 = 06, l2 = 06, RMSE: 0.996015
CompBias: l1 = 06, l2 = 07, RMSE: 0.995927
CompBias: l1 = 06, l2 = 08, RMSE: 0.995859
CompBias: l1 = 06, l2 = 09, RMSE: 0.995809
CompBias: l1 = 06, l2 = 10, RMSE: 0.995774
CompBias: l1 = 06, l2 = 11, RMSE: 0.995752
CompBias: l1 = 06, l2 = 12, RMSE: 0.995743
CompBias: l1 = 06, l2 = 13, RMSE: 0.995744
CompBias: l1 = 06, l2 = 14, RMSE: 0.995755
CompBias: l1 = 06, l2 = 15, RMSE: 0.995775
CompBias: l1 = 06, l2 = 16, RMSE: 0.995803
CompBias: l1 = 06, l2 = 17, RMSE: 0.995838
CompBias: l1 = 06, l2 = 18, RMSE: 0.995880
CompBias: l1 = 06, l2 = 19, RMSE: 0.995927
CompBias: l1 = 06, l2 = 20, RMSE: 0.995979
CompBias: l1 = 06, l2 = 21, RMSE: 0.996037
CompBias: l1 = 06, l2 = 22, RMSE: 0.996099
CompBias: l1 = 06, l2 = 23, RMSE: 0.996165
CompBias: l1 = 06, l2 = 24, RMSE: 0.996234
CompBias: l1 = 06, l2 = 25, RMSE: 0.996307
CompBias: l1 = 06, l2 = 26, RMSE: 0.996383
CompBias: l1 = 06, l2 = 27, RMSE: 0.996461
CompBias: l1 = 06, l2 = 28, RMSE: 0.996543
CompBias: l1 = 06, l2 = 29, RMSE: 0.996626
CompBias: l1 = 06, l2 = 30, RMSE: 0.996711
CompBias: l1 = 06, l2 = 31, RMSE: 0.996799
CompBias: l1 = 06, l2 = 32, RMSE: 0.996888
CompBias: l1 = 06, l2 = 33, RMSE: 0.996979
CompBias: l1 = 06, l2 = 34, RMSE: 0.997071
CompBias: l1 = 06, l2 = 35, RMSE: 0.997164
CompBias: l1 = 06, l2 = 36, RMSE: 0.997258
CompBias: l1 = 06, l2 = 37, RMSE: 0.997354
CompBias: l1 = 06, l2 = 38, RMSE: 0.997450
CompBias: l1 = 06, l2 = 39, RMSE: 0.997547
CompBias: l1 = 06, l2 = 40, RMSE: 0.997645
CompBias: l1 = 06, l2 = 41, RMSE: 0.997744
CompBias: l1 = 06, l2 = 42, RMSE: 0.997843
CompBias: l1 = 06, l2 = 43, RMSE: 0.997943
CompBias: l1 = 06, l2 = 44, RMSE: 0.998043
CompBias: l1 = 06, l2 = 45, RMSE: 0.998143
CompBias: l1 = 06, l2 = 46, RMSE: 0.998244
CompBias: l1 = 06, l2 = 47, RMSE: 0.998345
CompBias: l1 = 06, l2 = 48, RMSE: 0.998446
CompBias: l1 = 06, l2 = 49, RMSE: 0.998547
CompBias: l1 = 06, l2 = 50, RMSE: 0.998648
CompBias: l1 = 06, l2 = 51, RMSE: 0.998750
CompBias: l1 = 06, l2 = 52, RMSE: 0.998851
CompBias: l1 = 06, l2 = 53, RMSE: 0.998952
CompBias: l1 = 06, l2 = 54, RMSE: 0.999054
CompBias: l1 = 06, l2 = 55, RMSE: 0.999155
CompBias: l1 = 06, l2 = 56, RMSE: 0.999256
CompBias: l1 = 06, l2 = 57, RMSE: 0.999357
CompBias: l1 = 06, l2 = 58, RMSE: 0.999458
CompBias: l1 = 06, l2 = 59, RMSE: 0.999559
CompBias: l1 = 06, l2 = 60, RMSE: 0.999659
CompBias: l1 = 06, l2 = 61, RMSE: 0.999759
CompBias: l1 = 06, l2 = 62, RMSE: 0.999859
CompBias: l1 = 06, l2 = 63, RMSE: 0.999959
CompBias: l1 = 06, l2 = 64, RMSE: 1.000058
CompBias: l1 = 06, l2 = 65, RMSE: 1.000158
CompBias: l1 = 06, l2 = 66, RMSE: 1.000256
CompBias: l1 = 06, l2 = 67, RMSE: 1.000355
CompBias: l1 = 06, l2 = 68, RMSE: 1.000453
CompBias: l1 = 06, l2 = 69, RMSE: 1.000551
CompBias: l1 = 06, l2 = 70, RMSE: 1.000648
CompBias: l1 = 06, l2 = 71, RMSE: 1.000746
CompBias: l1 = 06, l2 = 72, RMSE: 1.000842
CompBias: l1 = 06, l2 = 73, RMSE: 1.000939
CompBias: l1 = 06, l2 = 74, RMSE: 1.001035
CompBias: l1 = 06, l2 = 75, RMSE: 1.001130
CompBias: l1 = 06, l2 = 76, RMSE: 1.001226
CompBias: l1 = 06, l2 = 77, RMSE: 1.001321
CompBias: l1 = 06, l2 = 78, RMSE: 1.001415
CompBias: l1 = 06, l2 = 79, RMSE: 1.001509
CompBias: l1 = 06, l2 = 80, RMSE: 1.001603
CompBias: l1 = 06, l2 = 81, RMSE: 1.001696
CompBias: l1 = 06, l2 = 82, RMSE: 1.001789
CompBias: l1 = 06, l2 = 83, RMSE: 1.001881
CompBias: l1 = 06, l2 = 84, RMSE: 1.001973
CompBias: l1 = 06, l2 = 85, RMSE: 1.002064
CompBias: l1 = 06, l2 = 86, RMSE: 1.002155
CompBias: l1 = 06, l2 = 87, RMSE: 1.002246
CompBias: l1 = 06, l2 = 88, RMSE: 1.002336
CompBias: l1 = 06, l2 = 89, RMSE: 1.002426
CompBias: l1 = 06, l2 = 90, RMSE: 1.002515
CompBias: l1 = 06, l2 = 91, RMSE: 1.002604
CompBias: l1 = 06, l2 = 92, RMSE: 1.002693
CompBias: l1 = 06, l2 = 93, RMSE: 1.002781
CompBias: l1 = 06, l2 = 94, RMSE: 1.002868
CompBias: l1 = 06, l2 = 95, RMSE: 1.002955
CompBias: l1 = 06, l2 = 96, RMSE: 1.003042
CompBias: l1 = 06, l2 = 97, RMSE: 1.003128
CompBias: l1 = 06, l2 = 98, RMSE: 1.003214
CompBias: l1 = 06, l2 = 99, RMSE: 1.003299
CompBias: l1 = 07, l2 = 00, RMSE: 0.997205
CompBias: l1 = 07, l2 = 01, RMSE: 0.996898
CompBias: l1 = 07, l2 = 02, RMSE: 0.996649
CompBias: l1 = 07, l2 = 03, RMSE: 0.996446
CompBias: l1 = 07, l2 = 04, RMSE: 0.996279
CompBias: l1 = 07, l2 = 05, RMSE: 0.996143
CompBias: l1 = 07, l2 = 06, RMSE: 0.996033
CompBias: l1 = 07, l2 = 07, RMSE: 0.995945
CompBias: l1 = 07, l2 = 08, RMSE: 0.995877
CompBias: l1 = 07, l2 = 09, RMSE: 0.995827
CompBias: l1 = 07, l2 = 10, RMSE: 0.995792
CompBias: l1 = 07, l2 = 11, RMSE: 0.995770
CompBias: l1 = 07, l2 = 12, RMSE: 0.995761
CompBias: l1 = 07, l2 = 13, RMSE: 0.995762
CompBias: l1 = 07, l2 = 14, RMSE: 0.995773
CompBias: l1 = 07, l2 = 15, RMSE: 0.995793
CompBias: l1 = 07, l2 = 16, RMSE: 0.995821
CompBias: l1 = 07, l2 = 17, RMSE: 0.995856
CompBias: l1 = 07, l2 = 18, RMSE: 0.995898
CompBias: l1 = 07, l2 = 19, RMSE: 0.995945
CompBias: l1 = 07, l2 = 20, RMSE: 0.995997
CompBias: l1 = 07, l2 = 21, RMSE: 0.996055
CompBias: l1 = 07, l2 = 22, RMSE: 0.996117
CompBias: l1 = 07, l2 = 23, RMSE: 0.996183
CompBias: l1 = 07, l2 = 24, RMSE: 0.996252
CompBias: l1 = 07, l2 = 25, RMSE: 0.996325
CompBias: l1 = 07, l2 = 26, RMSE: 0.996401
CompBias: l1 = 07, l2 = 27, RMSE: 0.996479
CompBias: l1 = 07, l2 = 28, RMSE: 0.996561
CompBias: l1 = 07, l2 = 29, RMSE: 0.996644
CompBias: l1 = 07, l2 = 30, RMSE: 0.996729
CompBias: l1 = 07, l2 = 31, RMSE: 0.996817
CompBias: l1 = 07, l2 = 32, RMSE: 0.996906
CompBias: l1 = 07, l2 = 33, RMSE: 0.996997
CompBias: l1 = 07, l2 = 34, RMSE: 0.997089
CompBias: l1 = 07, l2 = 35, RMSE: 0.997182
CompBias: l1 = 07, l2 = 36, RMSE: 0.997276
CompBias: l1 = 07, l2 = 37, RMSE: 0.997372
CompBias: l1 = 07, l2 = 38, RMSE: 0.997468
CompBias: l1 = 07, l2 = 39, RMSE: 0.997566
CompBias: l1 = 07, l2 = 40, RMSE: 0.997663
CompBias: l1 = 07, l2 = 41, RMSE: 0.997762
CompBias: l1 = 07, l2 = 42, RMSE: 0.997861
CompBias: l1 = 07, l2 = 43, RMSE: 0.997961
CompBias: l1 = 07, l2 = 44, RMSE: 0.998061
CompBias: l1 = 07, l2 = 45, RMSE: 0.998161
CompBias: l1 = 07, l2 = 46, RMSE: 0.998262
CompBias: l1 = 07, l2 = 47, RMSE: 0.998363
CompBias: l1 = 07, l2 = 48, RMSE: 0.998464
CompBias: l1 = 07, l2 = 49, RMSE: 0.998565
CompBias: l1 = 07, l2 = 50, RMSE: 0.998666
CompBias: l1 = 07, l2 = 51, RMSE: 0.998768
CompBias: l1 = 07, l2 = 52, RMSE: 0.998869
CompBias: l1 = 07, l2 = 53, RMSE: 0.998970
CompBias: l1 = 07, l2 = 54, RMSE: 0.999072
CompBias: l1 = 07, l2 = 55, RMSE: 0.999173
CompBias: l1 = 07, l2 = 56, RMSE: 0.999274
CompBias: l1 = 07, l2 = 57, RMSE: 0.999375
CompBias: l1 = 07, l2 = 58, RMSE: 0.999476
CompBias: l1 = 07, l2 = 59, RMSE: 0.999577
CompBias: l1 = 07, l2 = 60, RMSE: 0.999677
CompBias: l1 = 07, l2 = 61, RMSE: 0.999777
CompBias: l1 = 07, l2 = 62, RMSE: 0.999877
CompBias: l1 = 07, l2 = 63, RMSE: 0.999977
CompBias: l1 = 07, l2 = 64, RMSE: 1.000077
CompBias: l1 = 07, l2 = 65, RMSE: 1.000176
CompBias: l1 = 07, l2 = 66, RMSE: 1.000274
CompBias: l1 = 07, l2 = 67, RMSE: 1.000373
CompBias: l1 = 07, l2 = 68, RMSE: 1.000471
CompBias: l1 = 07, l2 = 69, RMSE: 1.000569
CompBias: l1 = 07, l2 = 70, RMSE: 1.000667
CompBias: l1 = 07, l2 = 71, RMSE: 1.000764
CompBias: l1 = 07, l2 = 72, RMSE: 1.000860
CompBias: l1 = 07, l2 = 73, RMSE: 1.000957
CompBias: l1 = 07, l2 = 74, RMSE: 1.001053
CompBias: l1 = 07, l2 = 75, RMSE: 1.001149
CompBias: l1 = 07, l2 = 76, RMSE: 1.001244
CompBias: l1 = 07, l2 = 77, RMSE: 1.001339
