Sender: LSF System <lsfadmin@e1014>
Subject: Job 7894025: <matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation> in cluster <euler> Done

Job <matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation> was submitted from host <euler04> by user <dojan> in cluster <euler>.
Job was executed on host(s) <e1014>, in queue <normal.4h>, as user <dojan> in cluster <euler>.
</cluster/home/dojan> was used as the home directory.
</cluster/home/dojan/cil/cil_2015_nstd_git/project/src> was used as the working directory.
Started at Wed Jun 10 11:41:36 2015
Results reported on Wed Jun 10 13:32:49 2015

Your job looked like:

------------------------------------------------------------
# LSBATCH: User input
matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation
------------------------------------------------------------

Successfully completed.

Resource usage summary:

    CPU time :               8484.95 sec.
    Max Memory :             695 MB
    Average Memory :         590.01 MB
    Total Requested Memory : 1024.00 MB
    Delta Memory :           329.00 MB
    (Delta: the difference between Total Requested Memory and Max Memory.)
    Max Swap :               2 MB
    Max Processes :          3
    Max Threads :            9

The output (if any) follows:


                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013b (8.2.0.701) 64-bit (glnxa64)
                              August 13, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
CompBias: l1 = 56, l2 = 13, RMSE: 0.997322
CompBias: l1 = 56, l2 = 14, RMSE: 0.997333
CompBias: l1 = 56, l2 = 15, RMSE: 0.997353
CompBias: l1 = 56, l2 = 16, RMSE: 0.997381
CompBias: l1 = 56, l2 = 17, RMSE: 0.997416
CompBias: l1 = 56, l2 = 18, RMSE: 0.997457
CompBias: l1 = 56, l2 = 19, RMSE: 0.997505
CompBias: l1 = 56, l2 = 20, RMSE: 0.997558
CompBias: l1 = 56, l2 = 21, RMSE: 0.997615
CompBias: l1 = 56, l2 = 22, RMSE: 0.997677
CompBias: l1 = 56, l2 = 23, RMSE: 0.997744
CompBias: l1 = 56, l2 = 24, RMSE: 0.997813
CompBias: l1 = 56, l2 = 25, RMSE: 0.997886
CompBias: l1 = 56, l2 = 26, RMSE: 0.997962
CompBias: l1 = 56, l2 = 27, RMSE: 0.998041
CompBias: l1 = 56, l2 = 28, RMSE: 0.998123
CompBias: l1 = 56, l2 = 29, RMSE: 0.998206
CompBias: l1 = 56, l2 = 30, RMSE: 0.998292
CompBias: l1 = 56, l2 = 31, RMSE: 0.998379
CompBias: l1 = 56, l2 = 32, RMSE: 0.998469
CompBias: l1 = 56, l2 = 33, RMSE: 0.998560
CompBias: l1 = 56, l2 = 34, RMSE: 0.998652
CompBias: l1 = 56, l2 = 35, RMSE: 0.998745
CompBias: l1 = 56, l2 = 36, RMSE: 0.998840
CompBias: l1 = 56, l2 = 37, RMSE: 0.998935
CompBias: l1 = 56, l2 = 38, RMSE: 0.999032
CompBias: l1 = 56, l2 = 39, RMSE: 0.999129
CompBias: l1 = 56, l2 = 40, RMSE: 0.999227
CompBias: l1 = 56, l2 = 41, RMSE: 0.999326
CompBias: l1 = 56, l2 = 42, RMSE: 0.999425
CompBias: l1 = 56, l2 = 43, RMSE: 0.999525
CompBias: l1 = 56, l2 = 44, RMSE: 0.999625
CompBias: l1 = 56, l2 = 45, RMSE: 0.999725
CompBias: l1 = 56, l2 = 46, RMSE: 0.999826
CompBias: l1 = 56, l2 = 47, RMSE: 0.999927
CompBias: l1 = 56, l2 = 48, RMSE: 1.000028
CompBias: l1 = 56, l2 = 49, RMSE: 1.000129
CompBias: l1 = 56, l2 = 50, RMSE: 1.000231
CompBias: l1 = 56, l2 = 51, RMSE: 1.000332
CompBias: l1 = 56, l2 = 52, RMSE: 1.000433
CompBias: l1 = 56, l2 = 53, RMSE: 1.000535
CompBias: l1 = 56, l2 = 54, RMSE: 1.000636
CompBias: l1 = 56, l2 = 55, RMSE: 1.000737
CompBias: l1 = 56, l2 = 56, RMSE: 1.000838
CompBias: l1 = 56, l2 = 57, RMSE: 1.000939
CompBias: l1 = 56, l2 = 58, RMSE: 1.001040
CompBias: l1 = 56, l2 = 59, RMSE: 1.001141
CompBias: l1 = 56, l2 = 60, RMSE: 1.001241
CompBias: l1 = 56, l2 = 61, RMSE: 1.001341
CompBias: l1 = 56, l2 = 62, RMSE: 1.001441
CompBias: l1 = 56, l2 = 63, RMSE: 1.001541
CompBias: l1 = 56, l2 = 64, RMSE: 1.001640
CompBias: l1 = 56, l2 = 65, RMSE: 1.001739
CompBias: l1 = 56, l2 = 66, RMSE: 1.001838
CompBias: l1 = 56, l2 = 67, RMSE: 1.001936
CompBias: l1 = 56, l2 = 68, RMSE: 1.002034
CompBias: l1 = 56, l2 = 69, RMSE: 1.002132
CompBias: l1 = 56, l2 = 70, RMSE: 1.002230
CompBias: l1 = 56, l2 = 71, RMSE: 1.002327
CompBias: l1 = 56, l2 = 72, RMSE: 1.002423
CompBias: l1 = 56, l2 = 73, RMSE: 1.002520
CompBias: l1 = 56, l2 = 74, RMSE: 1.002616
CompBias: l1 = 56, l2 = 75, RMSE: 1.002711
CompBias: l1 = 56, l2 = 76, RMSE: 1.002806
CompBias: l1 = 56, l2 = 77, RMSE: 1.002901
CompBias: l1 = 56, l2 = 78, RMSE: 1.002995
CompBias: l1 = 56, l2 = 79, RMSE: 1.003089
CompBias: l1 = 56, l2 = 80, RMSE: 1.003183
CompBias: l1 = 56, l2 = 81, RMSE: 1.003276
CompBias: l1 = 56, l2 = 82, RMSE: 1.003368
CompBias: l1 = 56, l2 = 83, RMSE: 1.003460
CompBias: l1 = 56, l2 = 84, RMSE: 1.003552
CompBias: l1 = 56, l2 = 85, RMSE: 1.003643
CompBias: l1 = 56, l2 = 86, RMSE: 1.003734
CompBias: l1 = 56, l2 = 87, RMSE: 1.003825
CompBias: l1 = 56, l2 = 88, RMSE: 1.003915
CompBias: l1 = 56, l2 = 89, RMSE: 1.004004
CompBias: l1 = 56, l2 = 90, RMSE: 1.004093
CompBias: l1 = 56, l2 = 91, RMSE: 1.004182
CompBias: l1 = 56, l2 = 92, RMSE: 1.004270
CompBias: l1 = 56, l2 = 93, RMSE: 1.004358
CompBias: l1 = 56, l2 = 94, RMSE: 1.004445
CompBias: l1 = 56, l2 = 95, RMSE: 1.004532
CompBias: l1 = 56, l2 = 96, RMSE: 1.004619
CompBias: l1 = 56, l2 = 97, RMSE: 1.004705
CompBias: l1 = 56, l2 = 98, RMSE: 1.004790
CompBias: l1 = 56, l2 = 99, RMSE: 1.004876
CompBias: l1 = 57, l2 = 00, RMSE: 0.998808
CompBias: l1 = 57, l2 = 01, RMSE: 0.998500
CompBias: l1 = 57, l2 = 02, RMSE: 0.998250
CompBias: l1 = 57, l2 = 03, RMSE: 0.998045
CompBias: l1 = 57, l2 = 04, RMSE: 0.997877
CompBias: l1 = 57, l2 = 05, RMSE: 0.997740
CompBias: l1 = 57, l2 = 06, RMSE: 0.997630
CompBias: l1 = 57, l2 = 07, RMSE: 0.997542
CompBias: l1 = 57, l2 = 08, RMSE: 0.997473
CompBias: l1 = 57, l2 = 09, RMSE: 0.997423
CompBias: l1 = 57, l2 = 10, RMSE: 0.997388
CompBias: l1 = 57, l2 = 11, RMSE: 0.997366
CompBias: l1 = 57, l2 = 12, RMSE: 0.997357
CompBias: l1 = 57, l2 = 13, RMSE: 0.997358
CompBias: l1 = 57, l2 = 14, RMSE: 0.997369
CompBias: l1 = 57, l2 = 15, RMSE: 0.997389
CompBias: l1 = 57, l2 = 16, RMSE: 0.997417
CompBias: l1 = 57, l2 = 17, RMSE: 0.997452
CompBias: l1 = 57, l2 = 18, RMSE: 0.997494
CompBias: l1 = 57, l2 = 19, RMSE: 0.997541
CompBias: l1 = 57, l2 = 20, RMSE: 0.997594
CompBias: l1 = 57, l2 = 21, RMSE: 0.997652
CompBias: l1 = 57, l2 = 22, RMSE: 0.997714
CompBias: l1 = 57, l2 = 23, RMSE: 0.997780
CompBias: l1 = 57, l2 = 24, RMSE: 0.997850
CompBias: l1 = 57, l2 = 25, RMSE: 0.997923
CompBias: l1 = 57, l2 = 26, RMSE: 0.997999
CompBias: l1 = 57, l2 = 27, RMSE: 0.998078
CompBias: l1 = 57, l2 = 28, RMSE: 0.998159
CompBias: l1 = 57, l2 = 29, RMSE: 0.998242
CompBias: l1 = 57, l2 = 30, RMSE: 0.998328
CompBias: l1 = 57, l2 = 31, RMSE: 0.998416
CompBias: l1 = 57, l2 = 32, RMSE: 0.998505
CompBias: l1 = 57, l2 = 33, RMSE: 0.998596
CompBias: l1 = 57, l2 = 34, RMSE: 0.998688
CompBias: l1 = 57, l2 = 35, RMSE: 0.998782
CompBias: l1 = 57, l2 = 36, RMSE: 0.998876
CompBias: l1 = 57, l2 = 37, RMSE: 0.998972
CompBias: l1 = 57, l2 = 38, RMSE: 0.999068
CompBias: l1 = 57, l2 = 39, RMSE: 0.999166
CompBias: l1 = 57, l2 = 40, RMSE: 0.999264
CompBias: l1 = 57, l2 = 41, RMSE: 0.999362
CompBias: l1 = 57, l2 = 42, RMSE: 0.999461
CompBias: l1 = 57, l2 = 43, RMSE: 0.999561
CompBias: l1 = 57, l2 = 44, RMSE: 0.999661
CompBias: l1 = 57, l2 = 45, RMSE: 0.999762
CompBias: l1 = 57, l2 = 46, RMSE: 0.999862
CompBias: l1 = 57, l2 = 47, RMSE: 0.999963
CompBias: l1 = 57, l2 = 48, RMSE: 1.000064
CompBias: l1 = 57, l2 = 49, RMSE: 1.000166
CompBias: l1 = 57, l2 = 50, RMSE: 1.000267
CompBias: l1 = 57, l2 = 51, RMSE: 1.000368
CompBias: l1 = 57, l2 = 52, RMSE: 1.000470
CompBias: l1 = 57, l2 = 53, RMSE: 1.000571
CompBias: l1 = 57, l2 = 54, RMSE: 1.000672
CompBias: l1 = 57, l2 = 55, RMSE: 1.000774
CompBias: l1 = 57, l2 = 56, RMSE: 1.000875
CompBias: l1 = 57, l2 = 57, RMSE: 1.000976
CompBias: l1 = 57, l2 = 58, RMSE: 1.001077
CompBias: l1 = 57, l2 = 59, RMSE: 1.001177
CompBias: l1 = 57, l2 = 60, RMSE: 1.001277
CompBias: l1 = 57, l2 = 61, RMSE: 1.001378
CompBias: l1 = 57, l2 = 62, RMSE: 1.001478
CompBias: l1 = 57, l2 = 63, RMSE: 1.001577
CompBias: l1 = 57, l2 = 64, RMSE: 1.001677
CompBias: l1 = 57, l2 = 65, RMSE: 1.001776
CompBias: l1 = 57, l2 = 66, RMSE: 1.001874
CompBias: l1 = 57, l2 = 67, RMSE: 1.001973
CompBias: l1 = 57, l2 = 68, RMSE: 1.002071
CompBias: l1 = 57, l2 = 69, RMSE: 1.002169
CompBias: l1 = 57, l2 = 70, RMSE: 1.002266
CompBias: l1 = 57, l2 = 71, RMSE: 1.002363
CompBias: l1 = 57, l2 = 72, RMSE: 1.002460
CompBias: l1 = 57, l2 = 73, RMSE: 1.002556
CompBias: l1 = 57, l2 = 74, RMSE: 1.002652
CompBias: l1 = 57, l2 = 75, RMSE: 1.002747
CompBias: l1 = 57, l2 = 76, RMSE: 1.002843
CompBias: l1 = 57, l2 = 77, RMSE: 1.002937
CompBias: l1 = 57, l2 = 78, RMSE: 1.003032
CompBias: l1 = 57, l2 = 79, RMSE: 1.003125
CompBias: l1 = 57, l2 = 80, RMSE: 1.003219
CompBias: l1 = 57, l2 = 81, RMSE: 1.003312
CompBias: l1 = 57, l2 = 82, RMSE: 1.003405
CompBias: l1 = 57, l2 = 83, RMSE: 1.003497
CompBias: l1 = 57, l2 = 84, RMSE: 1.003588
CompBias: l1 = 57, l2 = 85, RMSE: 1.003680
CompBias: l1 = 57, l2 = 86, RMSE: 1.003771
CompBias: l1 = 57, l2 = 87, RMSE: 1.003861
CompBias: l1 = 57, l2 = 88, RMSE: 1.003951
CompBias: l1 = 57, l2 = 89, RMSE: 1.004041
CompBias: l1 = 57, l2 = 90, RMSE: 1.004130
CompBias: l1 = 57, l2 = 91, RMSE: 1.004218
CompBias: l1 = 57, l2 = 92, RMSE: 1.004307
CompBias: l1 = 57, l2 = 93, RMSE: 1.004394
CompBias: l1 = 57, l2 = 94, RMSE: 1.004482
CompBias: l1 = 57, l2 = 95, RMSE: 1.004569
CompBias: l1 = 57, l2 = 96, RMSE: 1.004655
CompBias: l1 = 57, l2 = 97, RMSE: 1.004741
CompBias: l1 = 57, l2 = 98, RMSE: 1.004827
CompBias: l1 = 57, l2 = 99, RMSE: 1.004912
CompBias: l1 = 58, l2 = 00, RMSE: 0.998845
CompBias: l1 = 58, l2 = 01, RMSE: 0.998536
CompBias: l1 = 58, l2 = 02, RMSE: 0.998286
CompBias: l1 = 58, l2 = 03, RMSE: 0.998081
CompBias: l1 = 58, l2 = 04, RMSE: 0.997914
CompBias: l1 = 58, l2 = 05, RMSE: 0.997777
CompBias: l1 = 58, l2 = 06, RMSE: 0.997666
CompBias: l1 = 58, l2 = 07, RMSE: 0.997578
CompBias: l1 = 58, l2 = 08, RMSE: 0.997510
CompBias: l1 = 58, l2 = 09, RMSE: 0.997459
CompBias: l1 = 58, l2 = 10, RMSE: 0.997424
CompBias: l1 = 58, l2 = 11, RMSE: 0.997402
CompBias: l1 = 58, l2 = 12, RMSE: 0.997393
CompBias: l1 = 58, l2 = 13, RMSE: 0.997394
CompBias: l1 = 58, l2 = 14, RMSE: 0.997406
CompBias: l1 = 58, l2 = 15, RMSE: 0.997426
CompBias: l1 = 58, l2 = 16, RMSE: 0.997453
CompBias: l1 = 58, l2 = 17, RMSE: 0.997489
CompBias: l1 = 58, l2 = 18, RMSE: 0.997530
CompBias: l1 = 58, l2 = 19, RMSE: 0.997578
CompBias: l1 = 58, l2 = 20, RMSE: 0.997630
CompBias: l1 = 58, l2 = 21, RMSE: 0.997688
CompBias: l1 = 58, l2 = 22, RMSE: 0.997750
CompBias: l1 = 58, l2 = 23, RMSE: 0.997816
CompBias: l1 = 58, l2 = 24, RMSE: 0.997886
CompBias: l1 = 58, l2 = 25, RMSE: 0.997959
CompBias: l1 = 58, l2 = 26, RMSE: 0.998035
CompBias: l1 = 58, l2 = 27, RMSE: 0.998114
CompBias: l1 = 58, l2 = 28, RMSE: 0.998195
CompBias: l1 = 58, l2 = 29, RMSE: 0.998279
CompBias: l1 = 58, l2 = 30, RMSE: 0.998365
CompBias: l1 = 58, l2 = 31, RMSE: 0.998452
CompBias: l1 = 58, l2 = 32, RMSE: 0.998541
CompBias: l1 = 58, l2 = 33, RMSE: 0.998632
CompBias: l1 = 58, l2 = 34, RMSE: 0.998725
CompBias: l1 = 58, l2 = 35, RMSE: 0.998818
CompBias: l1 = 58, l2 = 36, RMSE: 0.998913
CompBias: l1 = 58, l2 = 37, RMSE: 0.999008
CompBias: l1 = 58, l2 = 38, RMSE: 0.999105
CompBias: l1 = 58, l2 = 39, RMSE: 0.999202
CompBias: l1 = 58, l2 = 40, RMSE: 0.999300
CompBias: l1 = 58, l2 = 41, RMSE: 0.999399
CompBias: l1 = 58, l2 = 42, RMSE: 0.999498
CompBias: l1 = 58, l2 = 43, RMSE: 0.999598
CompBias: l1 = 58, l2 = 44, RMSE: 0.999698
CompBias: l1 = 58, l2 = 45, RMSE: 0.999798
CompBias: l1 = 58, l2 = 46, RMSE: 0.999899
CompBias: l1 = 58, l2 = 47, RMSE: 1.000000
CompBias: l1 = 58, l2 = 48, RMSE: 1.000101
CompBias: l1 = 58, l2 = 49, RMSE: 1.000202
CompBias: l1 = 58, l2 = 50, RMSE: 1.000303
CompBias: l1 = 58, l2 = 51, RMSE: 1.000405
CompBias: l1 = 58, l2 = 52, RMSE: 1.000506
CompBias: l1 = 58, l2 = 53, RMSE: 1.000608
CompBias: l1 = 58, l2 = 54, RMSE: 1.000709
CompBias: l1 = 58, l2 = 55, RMSE: 1.000810
CompBias: l1 = 58, l2 = 56, RMSE: 1.000911
CompBias: l1 = 58, l2 = 57, RMSE: 1.001012
CompBias: l1 = 58, l2 = 58, RMSE: 1.001113
CompBias: l1 = 58, l2 = 59, RMSE: 1.001213
CompBias: l1 = 58, l2 = 60, RMSE: 1.001314
CompBias: l1 = 58, l2 = 61, RMSE: 1.001414
CompBias: l1 = 58, l2 = 62, RMSE: 1.001514
CompBias: l1 = 58, l2 = 63, RMSE: 1.001614
CompBias: l1 = 58, l2 = 64, RMSE: 1.001713
CompBias: l1 = 58, l2 = 65, RMSE: 1.001812
CompBias: l1 = 58, l2 = 66, RMSE: 1.001911
CompBias: l1 = 58, l2 = 67, RMSE: 1.002009
CompBias: l1 = 58, l2 = 68, RMSE: 1.002107
CompBias: l1 = 58, l2 = 69, RMSE: 1.002205
CompBias: l1 = 58, l2 = 70, RMSE: 1.002302
CompBias: l1 = 58, l2 = 71, RMSE: 1.002399
CompBias: l1 = 58, l2 = 72, RMSE: 1.002496
CompBias: l1 = 58, l2 = 73, RMSE: 1.002592
CompBias: l1 = 58, l2 = 74, RMSE: 1.002688
CompBias: l1 = 58, l2 = 75, RMSE: 1.002784
CompBias: l1 = 58, l2 = 76, RMSE: 1.002879
CompBias: l1 = 58, l2 = 77, RMSE: 1.002974
CompBias: l1 = 58, l2 = 78, RMSE: 1.003068
CompBias: l1 = 58, l2 = 79, RMSE: 1.003162
CompBias: l1 = 58, l2 = 80, RMSE: 1.003255
CompBias: l1 = 58, l2 = 81, RMSE: 1.003348
CompBias: l1 = 58, l2 = 82, RMSE: 1.003441
CompBias: l1 = 58, l2 = 83, RMSE: 1.003533
CompBias: l1 = 58, l2 = 84, RMSE: 1.003625
CompBias: l1 = 58, l2 = 85, RMSE: 1.003716
CompBias: l1 = 58, l2 = 86, RMSE: 1.003807
CompBias: l1 = 58, l2 = 87, RMSE: 1.003897
CompBias: l1 = 58, l2 = 88, RMSE: 1.003987
CompBias: l1 = 58, l2 = 89, RMSE: 1.004077
CompBias: l1 = 58, l2 = 90, RMSE: 1.004166
CompBias: l1 = 58, l2 = 91, RMSE: 1.004255
CompBias: l1 = 58, l2 = 92, RMSE: 1.004343
CompBias: l1 = 58, l2 = 93, RMSE: 1.004431
CompBias: l1 = 58, l2 = 94, RMSE: 1.004518
CompBias: l1 = 58, l2 = 95, RMSE: 1.004605
CompBias: l1 = 58, l2 = 96, RMSE: 1.004692
CompBias: l1 = 58, l2 = 97, RMSE: 1.004778
CompBias: l1 = 58, l2 = 98, RMSE: 1.004863
CompBias: l1 = 58, l2 = 99, RMSE: 1.004948
CompBias: l1 = 59, l2 = 00, RMSE: 0.998881
CompBias: l1 = 59, l2 = 01, RMSE: 0.998573
CompBias: l1 = 59, l2 = 02, RMSE: 0.998323
CompBias: l1 = 59, l2 = 03, RMSE: 0.998118
CompBias: l1 = 59, l2 = 04, RMSE: 0.997950
CompBias: l1 = 59, l2 = 05, RMSE: 0.997813
CompBias: l1 = 59, l2 = 06, RMSE: 0.997702
CompBias: l1 = 59, l2 = 07, RMSE: 0.997614
CompBias: l1 = 59, l2 = 08, RMSE: 0.997546
CompBias: l1 = 59, l2 = 09, RMSE: 0.997496
CompBias: l1 = 59, l2 = 10, RMSE: 0.997460
CompBias: l1 = 59, l2 = 11, RMSE: 0.997439
CompBias: l1 = 59, l2 = 12, RMSE: 0.997429
CompBias: l1 = 59, l2 = 13, RMSE: 0.997431
CompBias: l1 = 59, l2 = 14, RMSE: 0.997442
CompBias: l1 = 59, l2 = 15, RMSE: 0.997462
CompBias: l1 = 59, l2 = 16, RMSE: 0.997490
CompBias: l1 = 59, l2 = 17, RMSE: 0.997525
CompBias: l1 = 59, l2 = 18, RMSE: 0.997566
CompBias: l1 = 59, l2 = 19, RMSE: 0.997614
CompBias: l1 = 59, l2 = 20, RMSE: 0.997667
CompBias: l1 = 59, l2 = 21, RMSE: 0.997724
CompBias: l1 = 59, l2 = 22, RMSE: 0.997786
CompBias: l1 = 59, l2 = 23, RMSE: 0.997853
CompBias: l1 = 59, l2 = 24, RMSE: 0.997922
CompBias: l1 = 59, l2 = 25, RMSE: 0.997995
CompBias: l1 = 59, l2 = 26, RMSE: 0.998071
CompBias: l1 = 59, l2 = 27, RMSE: 0.998150
CompBias: l1 = 59, l2 = 28, RMSE: 0.998232
CompBias: l1 = 59, l2 = 29, RMSE: 0.998315
CompBias: l1 = 59, l2 = 30, RMSE: 0.998401
CompBias: l1 = 59, l2 = 31, RMSE: 0.998489
CompBias: l1 = 59, l2 = 32, RMSE: 0.998578
CompBias: l1 = 59, l2 = 33, RMSE: 0.998669
CompBias: l1 = 59, l2 = 34, RMSE: 0.998761
CompBias: l1 = 59, l2 = 35, RMSE: 0.998854
CompBias: l1 = 59, l2 = 36, RMSE: 0.998949
CompBias: l1 = 59, l2 = 37, RMSE: 0.999045
CompBias: l1 = 59, l2 = 38, RMSE: 0.999141
CompBias: l1 = 59, l2 = 39, RMSE: 0.999238
CompBias: l1 = 59, l2 = 40, RMSE: 0.999336
CompBias: l1 = 59, l2 = 41, RMSE: 0.999435
CompBias: l1 = 59, l2 = 42, RMSE: 0.999534
CompBias: l1 = 59, l2 = 43, RMSE: 0.999634
CompBias: l1 = 59, l2 = 44, RMSE: 0.999734
CompBias: l1 = 59, l2 = 45, RMSE: 0.999834
CompBias: l1 = 59, l2 = 46, RMSE: 0.999935
CompBias: l1 = 59, l2 = 47, RMSE: 1.000036
CompBias: l1 = 59, l2 = 48, RMSE: 1.000137
CompBias: l1 = 59, l2 = 49, RMSE: 1.000238
CompBias: l1 = 59, l2 = 50, RMSE: 1.000340
CompBias: l1 = 59, l2 = 51, RMSE: 1.000441
CompBias: l1 = 59, l2 = 52, RMSE: 1.000543
CompBias: l1 = 59, l2 = 53, RMSE: 1.000644
CompBias: l1 = 59, l2 = 54, RMSE: 1.000745
CompBias: l1 = 59, l2 = 55, RMSE: 1.000847
CompBias: l1 = 59, l2 = 56, RMSE: 1.000948
CompBias: l1 = 59, l2 = 57, RMSE: 1.001049
CompBias: l1 = 59, l2 = 58, RMSE: 1.001149
CompBias: l1 = 59, l2 = 59, RMSE: 1.001250
CompBias: l1 = 59, l2 = 60, RMSE: 1.001350
CompBias: l1 = 59, l2 = 61, RMSE: 1.001450
CompBias: l1 = 59, l2 = 62, RMSE: 1.001550
CompBias: l1 = 59, l2 = 63, RMSE: 1.001650
CompBias: l1 = 59, l2 = 64, RMSE: 1.001749
CompBias: l1 = 59, l2 = 65, RMSE: 1.001848
CompBias: l1 = 59, l2 = 66, RMSE: 1.001947
CompBias: l1 = 59, l2 = 67, RMSE: 1.002046
CompBias: l1 = 59, l2 = 68, RMSE: 1.002144
CompBias: l1 = 59, l2 = 69, RMSE: 1.002241
CompBias: l1 = 59, l2 = 70, RMSE: 1.002339
CompBias: l1 = 59, l2 = 71, RMSE: 1.002436
CompBias: l1 = 59, l2 = 72, RMSE: 1.002533
CompBias: l1 = 59, l2 = 73, RMSE: 1.002629
CompBias: l1 = 59, l2 = 74, RMSE: 1.002725
CompBias: l1 = 59, l2 = 75, RMSE: 1.002820
CompBias: l1 = 59, l2 = 76, RMSE: 1.002915
CompBias: l1 = 59, l2 = 77, RMSE: 1.003010
CompBias: l1 = 59, l2 = 78, RMSE: 1.003104
CompBias: l1 = 59, l2 = 79, RMSE: 1.003198
CompBias: l1 = 59, l2 = 80, RMSE: 1.003292
CompBias: l1 = 59, l2 = 81, RMSE: 1.003385
CompBias: l1 = 59, l2 = 82, RMSE: 1.003477
CompBias: l1 = 59, l2 = 83, RMSE: 1.003570
CompBias: l1 = 59, l2 = 84, RMSE: 1.003661
CompBias: l1 = 59, l2 = 85, RMSE: 1.003753
CompBias: l1 = 59, l2 = 86, RMSE: 1.003843
CompBias: l1 = 59, l2 = 87, RMSE: 1.003934
CompBias: l1 = 59, l2 = 88, RMSE: 1.004024
CompBias: l1 = 59, l2 = 89, RMSE: 1.004113
CompBias: l1 = 59, l2 = 90, RMSE: 1.004203
CompBias: l1 = 59, l2 = 91, RMSE: 1.004291
CompBias: l1 = 59, l2 = 92, RMSE: 1.004379
CompBias: l1 = 59, l2 = 93, RMSE: 1.004467
CompBias: l1 = 59, l2 = 94, RMSE: 1.004555
CompBias: l1 = 59, l2 = 95, RMSE: 1.004642
CompBias: l1 = 59, l2 = 96, RMSE: 1.004728
CompBias: l1 = 59, l2 = 97, RMSE: 1.004814
CompBias: l1 = 59, l2 = 98, RMSE: 1.004900
CompBias: l1 = 59, l2 = 99, RMSE: 1.004985
CompBias: l1 = 60, l2 = 00, RMSE: 0.998918
CompBias: l1 = 60, l2 = 01, RMSE: 0.998609
CompBias: l1 = 60, l2 = 02, RMSE: 0.998359
CompBias: l1 = 60, l2 = 03, RMSE: 0.998154
CompBias: l1 = 60, l2 = 04, RMSE: 0.997987
CompBias: l1 = 60, l2 = 05, RMSE: 0.997850
CompBias: l1 = 60, l2 = 06, RMSE: 0.997739
CompBias: l1 = 60, l2 = 07, RMSE: 0.997651
CompBias: l1 = 60, l2 = 08, RMSE: 0.997583
CompBias: l1 = 60, l2 = 09, RMSE: 0.997532
CompBias: l1 = 60, l2 = 10, RMSE: 0.997497
CompBias: l1 = 60, l2 = 11, RMSE: 0.997475
CompBias: l1 = 60, l2 = 12, RMSE: 0.997466
CompBias: l1 = 60, l2 = 13, RMSE: 0.997467
CompBias: l1 = 60, l2 = 14, RMSE: 0.997478
CompBias: l1 = 60, l2 = 15, RMSE: 0.997498
CompBias: l1 = 60, l2 = 16, RMSE: 0.997526
CompBias: l1 = 60, l2 = 17, RMSE: 0.997561
CompBias: l1 = 60, l2 = 18, RMSE: 0.997603
CompBias: l1 = 60, l2 = 19, RMSE: 0.997650
CompBias: l1 = 60, l2 = 20, RMSE: 0.997703
CompBias: l1 = 60, l2 = 21, RMSE: 0.997761
CompBias: l1 = 60, l2 = 22, RMSE: 0.997823
CompBias: l1 = 60, l2 = 23, RMSE: 0.997889
CompBias: l1 = 60, l2 = 24, RMSE: 0.997959
CompBias: l1 = 60, l2 = 25, RMSE: 0.998032
CompBias: l1 = 60, l2 = 26, RMSE: 0.998108
CompBias: l1 = 60, l2 = 27, RMSE: 0.998187
CompBias: l1 = 60, l2 = 28, RMSE: 0.998268
CompBias: l1 = 60, l2 = 29, RMSE: 0.998352
CompBias: l1 = 60, l2 = 30, RMSE: 0.998437
CompBias: l1 = 60, l2 = 31, RMSE: 0.998525
CompBias: l1 = 60, l2 = 32, RMSE: 0.998614
CompBias: l1 = 60, l2 = 33, RMSE: 0.998705
CompBias: l1 = 60, l2 = 34, RMSE: 0.998797
CompBias: l1 = 60, l2 = 35, RMSE: 0.998891
CompBias: l1 = 60, l2 = 36, RMSE: 0.998985
CompBias: l1 = 60, l2 = 37, RMSE: 0.999081
CompBias: l1 = 60, l2 = 38, RMSE: 0.999178
CompBias: l1 = 60, l2 = 39, RMSE: 0.999275
CompBias: l1 = 60, l2 = 40, RMSE: 0.999373
CompBias: l1 = 60, l2 = 41, RMSE: 0.999472
CompBias: l1 = 60, l2 = 42, RMSE: 0.999571
CompBias: l1 = 60, l2 = 43, RMSE: 0.999670
CompBias: l1 = 60, l2 = 44, RMSE: 0.999771
CompBias: l1 = 60, l2 = 45, RMSE: 0.999871
CompBias: l1 = 60, l2 = 46, RMSE: 0.999972
CompBias: l1 = 60, l2 = 47, RMSE: 1.000073
CompBias: l1 = 60, l2 = 48, RMSE: 1.000174
CompBias: l1 = 60, l2 = 49, RMSE: 1.000275
CompBias: l1 = 60, l2 = 50, RMSE: 1.000376
CompBias: l1 = 60, l2 = 51, RMSE: 1.000478
CompBias: l1 = 60, l2 = 52, RMSE: 1.000579
CompBias: l1 = 60, l2 = 53, RMSE: 1.000680
CompBias: l1 = 60, l2 = 54, RMSE: 1.000782
CompBias: l1 = 60, l2 = 55, RMSE: 1.000883
CompBias: l1 = 60, l2 = 56, RMSE: 1.000984
